Location.Name,Rate.Year,Cohort.Graduation.Year,Total.Cohort,Total.Graduated,OffTrack.Other,Dropouts,Graduation.Rate,Dropout.Rate,gradyear,enrollyear,School.Name,ZIP.Code,Latitude,Longitude
Vista Meadows Academy (82716),4-Year,2013,39,18,13,8,0.4359,0.2051,2013,2009,Vista Meadows Academy,48127,42.33056222,-83.27747884
Vista Meadows Academy (82716),6-Year,2010,16,8,3,5,0.5,0.3125,2012,2006,Vista Meadows Academy,48127,42.33056222,-83.27747884
Vista Meadows Academy (82716),4-Year,2014,28,15,4,9,0.5357,0.3214,2014,2010,Vista Meadows Academy,48127,42.33056222,-83.27747884
Vista Meadows Academy (82716),5-Year,2014,28,16,0,12,0.5714,0.3929,2015,2010,Vista Meadows Academy,48127,42.33056222,-83.27747884
Vista Meadows Academy (82716),5-Year,2010,17,9,3,5,0.4706,0.2941,2011,2006,Vista Meadows Academy,48127,42.33056222,-83.27747884
Vista Meadows Academy (82716),6-Year,2011,20,10,1,9,0.5,0.45,2013,2007,Vista Meadows Academy,48127,42.33056222,-83.27747884
Vista Meadows Academy (82716),4-Year,2011,22,10,6,6,0.4545,0.2727,2011,2007,Vista Meadows Academy,48127,42.33056222,-83.27747884
Voyageur Academy (82940),5-Year,2013,86,82,-1,5,0.9419,0.0581,2014,2009,Voyageur Academy,48210,42.33168322,-83.04799903
Voyageur Academy (82940),6-Year,2008,89,84,-1,6,0.9438,0.0562,2010,2004,Voyageur Academy,48210,42.33168322,-83.04799903
Voyageur Academy (82940),4-Year,2009,74,62,1,11,0.8378,0.1486,2009,2005,Voyageur Academy,48210,42.33168322,-83.04799903
Voyageur Academy (82940),6-Year,2012,89,73,-1,17,0.809,0.191,2014,2008,Voyageur Academy,48210,42.33168322,-83.04799903
Voyageur Academy (82940),6-Year,2010,79,76,-1,4,0.9494,0.0506,2012,2006,Voyageur Academy,48210,42.33168322,-83.04799903
Voyageur Academy (82940),5-Year,2011,98,91,-1,8,0.9184,0.0816,2012,2007,Voyageur Academy,48210,42.33168322,-83.04799903
Voyageur Academy (82940),4-Year,2012,92,71,16,5,0.7717,0.0543,2012,2008,Voyageur Academy,48210,42.33168322,-83.04799903
Voyageur Academy (82940),4-Year,2014,105,97,0,8,0.9143,0.0667,2014,2010,Voyageur Academy,48210,42.33168322,-83.04799903
Voyageur Academy (82940),5-Year,2012,90,73,-1,18,0.8111,0.1889,2013,2008,Voyageur Academy,48210,42.33168322,-83.04799903
Voyageur Academy (82940),6-Year,2009,75,63,0,12,0.84,0.16,2011,2005,Voyageur Academy,48210,42.33168322,-83.04799903
Voyageur Academy (82940),5-Year,2009,75,63,0,12,0.84,0.16,2010,2005,Voyageur Academy,48210,42.33168322,-83.04799903
Voyageur Academy (82940),6-Year,2007,71,67,-1,5,0.9296,0.0704,2009,2003,Voyageur Academy,48210,42.33168322,-83.04799903
Voyageur Academy (82940),5-Year,2008,89,84,-1,6,0.9438,0.0562,2009,2004,Voyageur Academy,48210,42.33168322,-83.04799903
Voyageur Academy (82940),4-Year,2013,92,81,5,6,0.8804,0.0652,2013,2009,Voyageur Academy,48210,42.33168322,-83.04799903
Voyageur Academy (82940),4-Year,2010,81,75,1,5,0.9136,0.0494,2010,2006,Voyageur Academy,48210,42.33168322,-83.04799903
Voyageur Academy (82940),4-Year,2011,99,90,2,7,0.899,0.0707,2011,2007,Voyageur Academy,48210,42.33168322,-83.04799903
Voyageur Academy (82940),6-Year,2011,98,91,-1,8,0.9184,0.0816,2013,2007,Voyageur Academy,48210,42.33168322,-83.04799903
Voyageur Academy (82940),6-Year,2013,86,82,-1,5,0.9419,0.0581,2015,2009,Voyageur Academy,48210,42.33168322,-83.04799903
Voyageur Academy (82940),4-Year,2015,95,68,12,15,0.7053,0.1474,2015,2011,Voyageur Academy,48210,42.33168322,-83.04799903
Voyageur Academy (82940),5-Year,2014,106,98,-1,9,0.9151,0.0849,2015,2010,Voyageur Academy,48210,42.33168322,-83.04799903
Voyageur Academy (82940),5-Year,2010,80,76,0,4,0.95,0.05,2011,2006,Voyageur Academy,48210,42.33168322,-83.04799903
W-A-Y Academy (82746),4-Year,2014,122,17,66,39,0.1393,0.3115,2014,2010,W-A-Y Academy,48209,42.33168322,-83.04799903
W-A-Y Academy (82746),5-Year,2012,25,3,18,4,0.12,0.16,2013,2008,W-A-Y Academy,48209,42.33168322,-83.04799903
W-A-Y Academy (82746),5-Year,2014,133,20,37,76,0.1429,0.5714,2015,2010,W-A-Y Academy,48209,42.33168322,-83.04799903
W-A-Y Academy (82746),5-Year,2013,94,16,35,43,0.1702,0.4574,2014,2009,W-A-Y Academy,48209,42.33168322,-83.04799903
W-A-Y Academy (82746),4-Year,2013,69,7,46,16,0.087,0.2174,2013,2009,W-A-Y Academy,48209,42.33168322,-83.04799903
W-A-Y Academy (82746),6-Year,2012,31,6,11,14,0.1613,0.4516,2014,2008,W-A-Y Academy,48209,42.33168322,-83.04799903
W-A-Y Academy (82746),6-Year,2013,83,19,10,54,0.2169,0.6506,2015,2009,W-A-Y Academy,48209,42.33168322,-83.04799903
W-A-Y Academy (82746),4-Year,2015,153,14,64,75,0.0915,0.4837,2015,2011,W-A-Y Academy,48209,42.33168322,-83.04799903
W-A-Y Academy (82746),6-Year,2011,16,2,10,4,0.125,0.25,2013,2007,W-A-Y Academy,48209,42.33168322,-83.04799903
WAY Michigan (82710),4-Year,2015,12,3,5,4,0.25,0.3333,2015,2011,WAY Michigan,48226,42.33302,-83.04253
WAY Michigan (82710),5-Year,2014,10,0,8,2,0,0.2,2015,2010,WAY Michigan,48226,42.33302,-83.04253
Wayne-Westland Community School District (82160),5-Year,2009,1166,892,76,198,0.7642,0.169,2010,2005,Wayne-Westland Community School District,48185,42.32423368,-83.40044986
Wayne-Westland Community School District (82160),6-Year,2010,1130,823,36,271,0.7283,0.2398,2012,2006,Wayne-Westland Community School District,48185,42.32423368,-83.40044986
Wayne-Westland Community School District (82160),5-Year,2012,1058,793,59,206,0.7495,0.1938,2013,2008,Wayne-Westland Community School District,48185,42.32423368,-83.40044986
Wayne-Westland Community School District (82160),4-Year,2010,1105,769,151,185,0.6959,0.1674,2010,2006,Wayne-Westland Community School District,48185,42.32423368,-83.40044986
Wayne-Westland Community School District (82160),5-Year,2014,1006,782,47,177,0.7773,0.1759,2015,2010,Wayne-Westland Community School District,48185,42.32423368,-83.40044986
Wayne-Westland Community School District (82160),6-Year,2013,1006,763,31,212,0.7584,0.2107,2015,2009,Wayne-Westland Community School District,48185,42.32423368,-83.40044986
Wayne-Westland Community School District (82160),6-Year,2011,1048,794,45,209,0.7567,0.1985,2013,2007,Wayne-Westland Community School District,48185,42.32423368,-83.40044986
Wayne-Westland Community School District (82160),6-Year,2009,1179,906,44,229,0.7676,0.1942,2011,2005,Wayne-Westland Community School District,48185,42.32423368,-83.40044986
Wayne-Westland Community School District (82160),6-Year,2008,1095,860,40,195,0.7845,0.1772,2010,2004,Wayne-Westland Community School District,48185,42.32423368,-83.40044986
Wayne-Westland Community School District (82160),4-Year,2012,1057,751,158,148,0.7105,0.1391,2012,2008,Wayne-Westland Community School District,48185,42.32423368,-83.40044986
Wayne-Westland Community School District (82160),5-Year,2010,1128,808,76,244,0.7163,0.2163,2011,2006,Wayne-Westland Community School District,48185,42.32423368,-83.40044986
Wayne-Westland Community School District (82160),4-Year,2013,1005,711,155,139,0.7065,0.1383,2013,2009,Wayne-Westland Community School District,48185,42.32423368,-83.40044986
Wayne-Westland Community School District (82160),6-Year,2007,1079,840,26,213,0.7776,0.1974,2009,2003,Wayne-Westland Community School District,48185,42.32423368,-83.40044986
Wayne-Westland Community School District (82160),4-Year,2015,1012,774,109,129,0.7648,0.1265,2015,2011,Wayne-Westland Community School District,48185,42.32423368,-83.40044986
Wayne-Westland Community School District (82160),5-Year,2011,1044,785,58,201,0.7519,0.1925,2012,2007,Wayne-Westland Community School District,48185,42.32423368,-83.40044986
Wayne-Westland Community School District (82160),4-Year,2009,1144,813,186,145,0.7098,0.1259,2009,2005,Wayne-Westland Community School District,48185,42.32423368,-83.40044986
Wayne-Westland Community School District (82160),5-Year,2008,1094,846,56,192,0.7733,0.1746,2009,2004,Wayne-Westland Community School District,48185,42.32423368,-83.40044986
Wayne-Westland Community School District (82160),6-Year,2012,1057,801,32,224,0.7569,0.2119,2014,2008,Wayne-Westland Community School District,48185,42.32423368,-83.40044986
Wayne-Westland Community School District (82160),4-Year,2014,1004,746,124,134,0.743,0.1325,2014,2010,Wayne-Westland Community School District,48185,42.32423368,-83.40044986
Wayne-Westland Community School District (82160),4-Year,2011,1045,729,145,171,0.6976,0.1636,2011,2007,Wayne-Westland Community School District,48185,42.32423368,-83.40044986
Wayne-Westland Community School District (82160),5-Year,2013,1005,754,59,192,0.7493,0.191,2014,2009,Wayne-Westland Community School District,48185,42.32423368,-83.40044986
Weston Preparatory Academy (82943),6-Year,2010,55,47,-1,9,0.8364,0.1636,2012,2006,Weston Preparatory Academy,48219,42.33168322,-83.04799903
Weston Preparatory Academy (82943),6-Year,2008,61,42,0,19,0.6885,0.2951,2010,2004,Weston Preparatory Academy,48219,42.33168322,-83.04799903
Weston Preparatory Academy (82943),6-Year,2007,63,46,0,17,0.7143,0.2698,2009,2003,Weston Preparatory Academy,48219,42.33168322,-83.04799903
Weston Preparatory Academy (82943),6-Year,2009,53,46,-1,8,0.8491,0.1509,2011,2005,Weston Preparatory Academy,48219,42.33168322,-83.04799903
Weston Preparatory Academy (82943),5-Year,2009,53,46,-1,8,0.8491,0.1509,2010,2005,Weston Preparatory Academy,48219,42.33168322,-83.04799903
Weston Preparatory Academy (82943),5-Year,2008,61,42,-1,20,0.6885,0.3115,2009,2004,Weston Preparatory Academy,48219,42.33168322,-83.04799903
Weston Preparatory Academy (82943),4-Year,2010,58,46,0,12,0.7931,0.1897,2010,2006,Weston Preparatory Academy,48219,42.33168322,-83.04799903
Weston Preparatory Academy (82943),5-Year,2010,57,46,-1,12,0.807,0.193,2011,2006,Weston Preparatory Academy,48219,42.33168322,-83.04799903
Weston Preparatory Academy (82943),4-Year,2009,60,44,10,6,0.7333,0.1,2009,2005,Weston Preparatory Academy,48219,42.33168322,-83.04799903
Westwood Community School District (82240),4-Year,2010,366,133,179,54,0.3607,0.1475,2010,2006,Westwood Community School District,48125,42.33056222,-83.27747884
Westwood Community School District (82240),5-Year,2012,479,193,97,189,0.4029,0.3925,2013,2008,Westwood Community School District,48125,42.33056222,-83.27747884
Westwood Community School District (82240),4-Year,2009,251,135,80,36,0.5339,0.1434,2009,2005,Westwood Community School District,48125,42.33056222,-83.27747884
Westwood Community School District (82240),5-Year,2008,204,142,9,53,0.6912,0.2598,2009,2004,Westwood Community School District,48125,42.33056222,-83.27747884
Westwood Community School District (82240),6-Year,2010,367,159,25,183,0.4332,0.4986,2012,2006,Westwood Community School District,48125,42.33056222,-83.27747884
Westwood Community School District (82240),5-Year,2011,497,172,118,207,0.3441,0.4145,2012,2007,Westwood Community School District,48125,42.33056222,-83.27747884
Westwood Community School District (82240),4-Year,2013,515,182,182,151,0.3515,0.2932,2013,2009,Westwood Community School District,48125,42.33056222,-83.27747884
Westwood Community School District (82240),4-Year,2012,457,171,157,129,0.372,0.2801,2012,2008,Westwood Community School District,48125,42.33056222,-83.27747884
Westwood Community School District (82240),4-Year,2015,375,158,97,120,0.4213,0.32,2015,2011,Westwood Community School District,48125,42.33056222,-83.27747884
Westwood Community School District (82240),4-Year,2014,372,151,120,101,0.4059,0.2715,2014,2010,Westwood Community School District,48125,42.33056222,-83.27747884
Westwood Community School District (82240),5-Year,2013,516,221,91,204,0.4264,0.3953,2014,2009,Westwood Community School District,48125,42.33056222,-83.27747884
Westwood Community School District (82240),6-Year,2012,466,212,31,223,0.4549,0.4785,2014,2008,Westwood Community School District,48125,42.33056222,-83.27747884
Westwood Community School District (82240),6-Year,2007,199,136,3,60,0.6834,0.3015,2009,2003,Westwood Community School District,48125,42.33056222,-83.27747884
Westwood Community School District (82240),5-Year,2009,285,148,66,71,0.5158,0.2491,2010,2005,Westwood Community School District,48125,42.33056222,-83.27747884
Westwood Community School District (82240),5-Year,2014,374,173,61,140,0.4599,0.3743,2015,2010,Westwood Community School District,48125,42.33056222,-83.27747884
Westwood Community School District (82240),6-Year,2013,511,238,30,243,0.4638,0.4755,2015,2009,Westwood Community School District,48125,42.33056222,-83.27747884
Westwood Community School District (82240),6-Year,2009,284,148,30,106,0.5211,0.3732,2011,2005,Westwood Community School District,48125,42.33056222,-83.27747884
Westwood Community School District (82240),6-Year,2008,199,140,2,57,0.7035,0.2864,2010,2004,Westwood Community School District,48125,42.33056222,-83.27747884
Westwood Community School District (82240),6-Year,2011,491,186,56,249,0.3788,0.5071,2013,2007,Westwood Community School District,48125,42.33056222,-83.27747884
Westwood Community School District (82240),4-Year,2011,453,128,256,69,0.2804,0.1523,2011,2007,Westwood Community School District,48125,42.33056222,-83.27747884
Westwood Community School District (82240),5-Year,2010,376,150,106,120,0.3963,0.3191,2011,2006,Westwood Community School District,48125,42.33056222,-83.27747884
Woodhaven-Brownstown School District (82365),4-Year,2009,423,353,34,36,0.8322,0.0851,2009,2005,Woodhaven-Brownstown School District,48183,42.1384909,-83.24478661
Woodhaven-Brownstown School District (82365),4-Year,2012,388,310,44,34,0.7964,0.0851,2012,2008,Woodhaven-Brownstown School District,48183,42.1384909,-83.24478661
Woodhaven-Brownstown School District (82365),5-Year,2012,386,320,26,40,0.829,0.1036,2013,2008,Woodhaven-Brownstown School District,48183,42.1384909,-83.24478661
Woodhaven-Brownstown School District (82365),4-Year,2013,430,342,56,32,0.7953,0.0721,2013,2009,Woodhaven-Brownstown School District,48183,42.1384909,-83.24478661
Woodhaven-Brownstown School District (82365),4-Year,2014,346,270,50,26,0.7803,0.0723,2014,2010,Woodhaven-Brownstown School District,48183,42.1384909,-83.24478661
Woodhaven-Brownstown School District (82365),6-Year,2011,383,344,2,37,0.8956,0.0966,2013,2007,Woodhaven-Brownstown School District,48183,42.1384909,-83.24478661
Woodhaven-Brownstown School District (82365),6-Year,2012,374,323,6,45,0.8636,0.1203,2014,2008,Woodhaven-Brownstown School District,48183,42.1384909,-83.24478661
Woodhaven-Brownstown School District (82365),5-Year,2008,421,378,5,38,0.8955,0.0879,2009,2004,Woodhaven-Brownstown School District,48183,42.1384909,-83.24478661
Woodhaven-Brownstown School District (82365),6-Year,2007,384,336,0,48,0.875,0.125,2009,2003,Woodhaven-Brownstown School District,48183,42.1384909,-83.24478661
Woodhaven-Brownstown School District (82365),5-Year,2013,427,356,25,46,0.8337,0.1054,2014,2009,Woodhaven-Brownstown School District,48183,42.1384909,-83.24478661
Woodhaven-Brownstown School District (82365),6-Year,2009,413,365,0,48,0.8814,0.1162,2011,2005,Woodhaven-Brownstown School District,48183,42.1384909,-83.24478661
Woodhaven-Brownstown School District (82365),6-Year,2010,404,353,1,50,0.8713,0.1213,2012,2006,Woodhaven-Brownstown School District,48183,42.1384909,-83.24478661
Woodhaven-Brownstown School District (82365),5-Year,2009,417,366,3,48,0.8753,0.1151,2010,2005,Woodhaven-Brownstown School District,48183,42.1384909,-83.24478661
Woodhaven-Brownstown School District (82365),6-Year,2008,416,376,2,38,0.9038,0.0913,2010,2004,Woodhaven-Brownstown School District,48183,42.1384909,-83.24478661
Woodhaven-Brownstown School District (82365),5-Year,2011,388,339,14,35,0.8737,0.0902,2012,2007,Woodhaven-Brownstown School District,48183,42.1384909,-83.24478661
Woodhaven-Brownstown School District (82365),4-Year,2011,411,320,57,34,0.7762,0.0803,2011,2007,Woodhaven-Brownstown School District,48183,42.1384909,-83.24478661
Woodhaven-Brownstown School District (82365),4-Year,2010,422,338,52,32,0.7986,0.0735,2010,2006,Woodhaven-Brownstown School District,48183,42.1384909,-83.24478661
Woodhaven-Brownstown School District (82365),6-Year,2013,420,372,1,47,0.8857,0.1119,2015,2009,Woodhaven-Brownstown School District,48183,42.1384909,-83.24478661
Woodhaven-Brownstown School District (82365),5-Year,2010,412,353,11,48,0.8544,0.1141,2011,2006,Woodhaven-Brownstown School District,48183,42.1384909,-83.24478661
Woodhaven-Brownstown School District (82365),4-Year,2015,410,331,50,29,0.8049,0.0707,2015,2011,Woodhaven-Brownstown School District,48183,42.1384909,-83.24478661
Woodhaven-Brownstown School District (82365),5-Year,2014,340,287,14,39,0.8412,0.1147,2015,2010,Woodhaven-Brownstown School District,48183,42.1384909,-83.24478661
"Wyandotte, School District of the City of (82170)",5-Year,2012,305,253,38,14,0.8295,0.0459,2013,2008,"Wyandotte, School District of the City of",48192,42.20160209,-83.14999701
"Wyandotte, School District of the City of (82170)",6-Year,2008,370,300,40,30,0.8108,0.0784,2010,2004,"Wyandotte, School District of the City of",48192,42.20160209,-83.14999701
"Wyandotte, School District of the City of (82170)",5-Year,2009,368,299,44,25,0.8125,0.0679,2010,2005,"Wyandotte, School District of the City of",48192,42.20160209,-83.14999701
"Wyandotte, School District of the City of (82170)",4-Year,2014,371,288,62,21,0.7736,0.0566,2014,2010,"Wyandotte, School District of the City of",48192,42.20160209,-83.14999701
"Wyandotte, School District of the City of (82170)",6-Year,2011,339,271,51,17,0.7994,0.0501,2013,2007,"Wyandotte, School District of the City of",48192,42.20160209,-83.14999701
"Wyandotte, School District of the City of (82170)",4-Year,2013,349,293,46,10,0.8367,0.0258,2013,2009,"Wyandotte, School District of the City of",48192,42.20160209,-83.14999701
"Wyandotte, School District of the City of (82170)",4-Year,2010,370,275,71,24,0.7432,0.0622,2010,2006,"Wyandotte, School District of the City of",48192,42.20160209,-83.14999701
"Wyandotte, School District of the City of (82170)",6-Year,2013,333,295,20,18,0.8829,0.0511,2015,2009,"Wyandotte, School District of the City of",48192,42.20160209,-83.14999701
