Location.Name,Rate.Year,Cohort.Graduation.Year,Total.Cohort,Total.Graduated,OffTrack.Other,Dropouts,Graduation.Rate,Dropout.Rate,gradyear,enrollyear,School.Name,ZIP.Code,Latitude,Longitude
"Lincoln Park, School District of the City of (82090)",5-Year,2009,301,248,7,46,0.8239,0.1528,2010,2005,"Lincoln Park, School District of the City of",48146,42.25147114,-83.18185853
"Lincoln Park, School District of the City of (82090)",6-Year,2010,256,224,1,31,0.8711,0.1172,2012,2006,"Lincoln Park, School District of the City of",48146,42.25147114,-83.18185853
"Lincoln Park, School District of the City of (82090)",4-Year,2013,354,270,43,41,0.7627,0.113,2013,2009,"Lincoln Park, School District of the City of",48146,42.25147114,-83.18185853
"Lincoln Park, School District of the City of (82090)",4-Year,2010,271,204,44,23,0.7491,0.0812,2010,2006,"Lincoln Park, School District of the City of",48146,42.25147114,-83.18185853
"Lincoln Park, School District of the City of (82090)",6-Year,2009,299,250,3,46,0.8328,0.1538,2011,2005,"Lincoln Park, School District of the City of",48146,42.25147114,-83.18185853
"Lincoln Park, School District of the City of (82090)",4-Year,2014,314,247,33,34,0.7866,0.1051,2014,2010,"Lincoln Park, School District of the City of",48146,42.25147114,-83.18185853
"Lincoln Park, School District of the City of (82090)",4-Year,2009,335,237,48,50,0.7045,0.1463,2009,2005,"Lincoln Park, School District of the City of",48146,42.25147114,-83.18185853
"Lincoln Park, School District of the City of (82090)",5-Year,2014,304,254,17,33,0.8355,0.1053,2015,2010,"Lincoln Park, School District of the City of",48146,42.25147114,-83.18185853
"Lincoln Park, School District of the City of (82090)",6-Year,2013,343,281,16,46,0.8192,0.1341,2015,2009,"Lincoln Park, School District of the City of",48146,42.25147114,-83.18185853
"Lincoln Park, School District of the City of (82090)",5-Year,2011,316,251,9,56,0.7943,0.1741,2012,2007,"Lincoln Park, School District of the City of",48146,42.25147114,-83.18185853
"Lincoln Park, School District of the City of (82090)",4-Year,2012,320,252,40,28,0.7844,0.0844,2012,2008,"Lincoln Park, School District of the City of",48146,42.25147114,-83.18185853
"Lincoln Park, School District of the City of (82090)",5-Year,2008,327,255,13,59,0.7768,0.1774,2009,2004,"Lincoln Park, School District of the City of",48146,42.25147114,-83.18185853
"Lincoln Park, School District of the City of (82090)",4-Year,2015,350,279,37,34,0.7971,0.0971,2015,2011,"Lincoln Park, School District of the City of",48146,42.25147114,-83.18185853
"Lincoln Park, School District of the City of (82090)",5-Year,2010,257,223,4,30,0.8677,0.1167,2011,2006,"Lincoln Park, School District of the City of",48146,42.25147114,-83.18185853
"Lincoln Park, School District of the City of (82090)",6-Year,2007,343,278,4,61,0.8076,0.1778,2009,2003,"Lincoln Park, School District of the City of",48146,42.25147114,-83.18185853
"Lincoln Park, School District of the City of (82090)",4-Year,2011,326,248,27,51,0.7607,0.1564,2011,2007,"Lincoln Park, School District of the City of",48146,42.25147114,-83.18185853
"Lincoln Park, School District of the City of (82090)",6-Year,2012,309,263,9,37,0.8511,0.1197,2014,2008,"Lincoln Park, School District of the City of",48146,42.25147114,-83.18185853
"Lincoln Park, School District of the City of (82090)",5-Year,2013,344,281,20,43,0.814,0.1221,2014,2009,"Lincoln Park, School District of the City of",48146,42.25147114,-83.18185853
Livonia Public Schools School District (82095),5-Year,2009,1540,1401,51,88,0.9091,0.0565,2010,2005,Livonia Public Schools School District,48154,42.39686224,-83.36958876
Livonia Public Schools School District (82095),6-Year,2008,1540,1425,37,78,0.9253,0.0506,2010,2004,Livonia Public Schools School District,48154,42.39686224,-83.36958876
Livonia Public Schools School District (82095),4-Year,2010,1589,1409,128,52,0.8861,0.0321,2010,2006,Livonia Public Schools School District,48154,42.39686224,-83.36958876
Livonia Public Schools School District (82095),6-Year,2009,1533,1400,37,96,0.9126,0.0626,2011,2005,Livonia Public Schools School District,48154,42.39686224,-83.36958876
Livonia Public Schools School District (82095),5-Year,2012,1425,1294,76,55,0.9074,0.0379,2013,2008,Livonia Public Schools School District,48154,42.39686224,-83.36958876
Livonia Public Schools School District (82095),6-Year,2011,1477,1352,51,74,0.9147,0.0501,2013,2007,Livonia Public Schools School District,48154,42.39686224,-83.36958876
Livonia Public Schools School District (82095),6-Year,2013,1443,1347,35,61,0.9328,0.0416,2015,2009,Livonia Public Schools School District,48154,42.39686224,-83.36958876
Livonia Public Schools School District (82095),6-Year,2010,1577,1428,49,100,0.9055,0.0634,2012,2006,Livonia Public Schools School District,48154,42.39686224,-83.36958876
Livonia Public Schools School District (82095),5-Year,2014,1341,1230,47,64,0.9165,0.047,2015,2010,Livonia Public Schools School District,48154,42.39686224,-83.36958876
Livonia Public Schools School District (82095),4-Year,2015,1325,1212,72,41,0.914,0.0309,2015,2011,Livonia Public Schools School District,48154,42.39686224,-83.36958876
Livonia Public Schools School District (82095),5-Year,2010,1575,1429,48,98,0.9067,0.0616,2011,2006,Livonia Public Schools School District,48154,42.39686224,-83.36958876
Livonia Public Schools School District (82095),4-Year,2013,1467,1322,93,52,0.9005,0.0354,2013,2009,Livonia Public Schools School District,48154,42.39686224,-83.36958876
Livonia Public Schools School District (82095),5-Year,2008,1539,1419,43,77,0.9214,0.0494,2009,2004,Livonia Public Schools School District,48154,42.39686224,-83.36958876
Livonia Public Schools School District (82095),6-Year,2007,1558,1434,40,84,0.9198,0.0539,2009,2003,Livonia Public Schools School District,48154,42.39686224,-83.36958876
Livonia Public Schools School District (82095),4-Year,2011,1512,1315,99,98,0.8697,0.0648,2011,2007,Livonia Public Schools School District,48154,42.39686224,-83.36958876
Livonia Public Schools School District (82095),5-Year,2011,1493,1339,50,104,0.8962,0.069,2012,2007,Livonia Public Schools School District,48154,42.39686224,-83.36958876
Livonia Public Schools School District (82095),4-Year,2009,1536,1364,111,61,0.888,0.0391,2009,2005,Livonia Public Schools School District,48154,42.39686224,-83.36958876
Livonia Public Schools School District (82095),4-Year,2014,1343,1216,73,54,0.9054,0.0395,2014,2010,Livonia Public Schools School District,48154,42.39686224,-83.36958876
Livonia Public Schools School District (82095),6-Year,2012,1415,1297,59,59,0.9166,0.041,2014,2008,Livonia Public Schools School District,48154,42.39686224,-83.36958876
Livonia Public Schools School District (82095),4-Year,2012,1440,1286,97,57,0.8924,0.0389,2012,2008,Livonia Public Schools School District,48154,42.39686224,-83.36958876
Livonia Public Schools School District (82095),5-Year,2013,1444,1341,41,62,0.928,0.0429,2014,2009,Livonia Public Schools School District,48154,42.39686224,-83.36958876
Marvin L. Winans Academy of Performing Arts (82924),4-Year,2013,35,28,1,6,0.8,0.1714,2013,2009,Marvin L. Winans Academy of Performing Arts,48234,42.33168322,-83.04799903
Marvin L. Winans Academy of Performing Arts (82924),4-Year,2010,44,38,2,4,0.8636,0.0909,2010,2006,Marvin L. Winans Academy of Performing Arts,48234,42.33168322,-83.04799903
Marvin L. Winans Academy of Performing Arts (82924),6-Year,2012,40,36,0,4,0.9,0.1,2014,2008,Marvin L. Winans Academy of Performing Arts,48234,42.33168322,-83.04799903
Marvin L. Winans Academy of Performing Arts (82924),6-Year,2009,86,75,-1,12,0.8605,0.1395,2011,2005,Marvin L. Winans Academy of Performing Arts,48234,42.33168322,-83.04799903
Marvin L. Winans Academy of Performing Arts (82924),4-Year,2011,45,42,2,1,0.9333,0.0222,2011,2007,Marvin L. Winans Academy of Performing Arts,48234,42.33168322,-83.04799903
Marvin L. Winans Academy of Performing Arts (82924),4-Year,2012,40,36,1,3,0.9,0.075,2012,2008,Marvin L. Winans Academy of Performing Arts,48234,42.33168322,-83.04799903
Marvin L. Winans Academy of Performing Arts (82924),6-Year,2007,74,61,0,13,0.8243,0.1622,2009,2003,Marvin L. Winans Academy of Performing Arts,48234,42.33168322,-83.04799903
Marvin L. Winans Academy of Performing Arts (82924),5-Year,2012,40,36,0,4,0.9,0.1,2013,2008,Marvin L. Winans Academy of Performing Arts,48234,42.33168322,-83.04799903
Marvin L. Winans Academy of Performing Arts (82924),5-Year,2008,68,59,-1,10,0.8676,0.1324,2009,2004,Marvin L. Winans Academy of Performing Arts,48234,42.33168322,-83.04799903
Marvin L. Winans Academy of Performing Arts (82924),4-Year,2015,39,35,1,3,0.8718,0.0769,2015,2011,Marvin L. Winans Academy of Performing Arts,48234,42.33168322,-83.04799903
Marvin L. Winans Academy of Performing Arts (82924),5-Year,2010,45,38,1,6,0.8444,0.1333,2011,2006,Marvin L. Winans Academy of Performing Arts,48234,42.33168322,-83.04799903
Marvin L. Winans Academy of Performing Arts (82924),4-Year,2009,88,74,1,13,0.8409,0.1364,2009,2005,Marvin L. Winans Academy of Performing Arts,48234,42.33168322,-83.04799903
Marvin L. Winans Academy of Performing Arts (82924),6-Year,2008,67,60,-1,8,0.8806,0.1194,2010,2004,Marvin L. Winans Academy of Performing Arts,48234,42.33168322,-83.04799903
Marvin L. Winans Academy of Performing Arts (82924),5-Year,2011,45,44,-1,2,0.9556,0.0444,2012,2007,Marvin L. Winans Academy of Performing Arts,48234,42.33168322,-83.04799903
Marvin L. Winans Academy of Performing Arts (82924),6-Year,2010,44,40,0,4,0.8864,0.0909,2012,2006,Marvin L. Winans Academy of Performing Arts,48234,42.33168322,-83.04799903
Marvin L. Winans Academy of Performing Arts (82924),5-Year,2013,35,30,-1,6,0.8286,0.1714,2014,2009,Marvin L. Winans Academy of Performing Arts,48234,42.33168322,-83.04799903
Marvin L. Winans Academy of Performing Arts (82924),5-Year,2014,63,54,-1,10,0.8571,0.1429,2015,2010,Marvin L. Winans Academy of Performing Arts,48234,42.33168322,-83.04799903
Marvin L. Winans Academy of Performing Arts (82924),6-Year,2011,45,44,-1,2,0.9556,0.0444,2013,2007,Marvin L. Winans Academy of Performing Arts,48234,42.33168322,-83.04799903
Marvin L. Winans Academy of Performing Arts (82924),5-Year,2009,87,75,-1,13,0.8506,0.1494,2010,2005,Marvin L. Winans Academy of Performing Arts,48234,42.33168322,-83.04799903
Marvin L. Winans Academy of Performing Arts (82924),6-Year,2013,35,30,-1,6,0.8286,0.1714,2015,2009,Marvin L. Winans Academy of Performing Arts,48234,42.33168322,-83.04799903
Marvin L. Winans Academy of Performing Arts (82924),4-Year,2014,63,54,-1,10,0.8413,0.1429,2014,2010,Marvin L. Winans Academy of Performing Arts,48234,42.33168322,-83.04799903
McGivney Academy (SDA) (82721),4-Year,2011,12,0,8,4,0,0.3333,2011,2007,McGivney Academy (SDA),48221,42.415077,-83.158943
Melvindale-North Allen Park Schools (82045),4-Year,2010,198,163,17,18,0.8182,0.0859,2010,2006,Melvindale-North Allen Park Schools,48122,42.2821402,-83.17677605
Melvindale-North Allen Park Schools (82045),6-Year,2010,192,173,-1,20,0.901,0.099,2012,2006,Melvindale-North Allen Park Schools,48122,42.2821402,-83.17677605
Melvindale-North Allen Park Schools (82045),5-Year,2012,200,188,2,10,0.94,0.05,2013,2008,Melvindale-North Allen Park Schools,48122,42.2821402,-83.17677605
Melvindale-North Allen Park Schools (82045),4-Year,2015,189,183,2,4,0.963,0.0159,2015,2011,Melvindale-North Allen Park Schools,48122,42.2821402,-83.17677605
Melvindale-North Allen Park Schools (82045),5-Year,2010,194,174,-1,21,0.8918,0.1031,2011,2006,Melvindale-North Allen Park Schools,48122,42.2821402,-83.17677605
Melvindale-North Allen Park Schools (82045),5-Year,2009,186,164,-1,23,0.8817,0.1183,2010,2005,Melvindale-North Allen Park Schools,48122,42.2821402,-83.17677605
Melvindale-North Allen Park Schools (82045),6-Year,2009,186,164,2,20,0.8817,0.1075,2011,2005,Melvindale-North Allen Park Schools,48122,42.2821402,-83.17677605
Melvindale-North Allen Park Schools (82045),6-Year,2008,194,167,-1,28,0.8557,0.1443,2010,2004,Melvindale-North Allen Park Schools,48122,42.2821402,-83.17677605
Melvindale-North Allen Park Schools (82045),4-Year,2011,203,172,22,9,0.8424,0.0443,2011,2007,Melvindale-North Allen Park Schools,48122,42.2821402,-83.17677605
Melvindale-North Allen Park Schools (82045),4-Year,2012,203,180,11,12,0.8818,0.0542,2012,2008,Melvindale-North Allen Park Schools,48122,42.2821402,-83.17677605
Melvindale-North Allen Park Schools (82045),5-Year,2008,195,164,2,29,0.841,0.1436,2009,2004,Melvindale-North Allen Park Schools,48122,42.2821402,-83.17677605
Melvindale-North Allen Park Schools (82045),6-Year,2007,181,157,-1,25,0.8674,0.1326,2009,2003,Melvindale-North Allen Park Schools,48122,42.2821402,-83.17677605
Melvindale-North Allen Park Schools (82045),6-Year,2012,199,189,-1,11,0.9497,0.0503,2014,2008,Melvindale-North Allen Park Schools,48122,42.2821402,-83.17677605
Melvindale-North Allen Park Schools (82045),6-Year,2013,194,191,-1,4,0.9794,0.0155,2015,2009,Melvindale-North Allen Park Schools,48122,42.2821402,-83.17677605
Melvindale-North Allen Park Schools (82045),4-Year,2009,187,158,10,19,0.8449,0.1016,2009,2005,Melvindale-North Allen Park Schools,48122,42.2821402,-83.17677605
Melvindale-North Allen Park Schools (82045),5-Year,2011,194,185,1,8,0.9536,0.0412,2012,2007,Melvindale-North Allen Park Schools,48122,42.2821402,-83.17677605
Melvindale-North Allen Park Schools (82045),4-Year,2013,200,184,13,3,0.92,0.015,2013,2009,Melvindale-North Allen Park Schools,48122,42.2821402,-83.17677605
Melvindale-North Allen Park Schools (82045),4-Year,2014,219,204,10,5,0.9315,0.0183,2014,2010,Melvindale-North Allen Park Schools,48122,42.2821402,-83.17677605
Melvindale-North Allen Park Schools (82045),5-Year,2013,195,191,0,4,0.9744,0.0154,2014,2009,Melvindale-North Allen Park Schools,48122,42.2821402,-83.17677605
Melvindale-North Allen Park Schools (82045),6-Year,2011,194,185,-1,10,0.9536,0.0464,2013,2007,Melvindale-North Allen Park Schools,48122,42.2821402,-83.17677605
Melvindale-North Allen Park Schools (82045),5-Year,2014,216,210,-1,7,0.9676,0.0324,2015,2010,Melvindale-North Allen Park Schools,48122,42.2821402,-83.17677605
Michigan Health Academy (82917),6-Year,2009,37,33,-1,5,0.8649,0.1351,2011,2005,Michigan Health Academy,48072,42.489674,-83.15995
Michigan Health Academy (82917),6-Year,2010,39,32,-1,8,0.8205,0.1795,2012,2006,Michigan Health Academy,48072,42.489674,-83.15995
Michigan Health Academy (82917),6-Year,2007,28,21,-1,8,0.7143,0.2857,2009,2003,Michigan Health Academy,48072,42.489674,-83.15995
Michigan Health Academy (82917),6-Year,2011,50,47,0,3,0.94,0.06,2013,2007,Michigan Health Academy,48072,42.489674,-83.15995
Michigan Health Academy (82917),4-Year,2009,40,32,2,6,0.8,0.15,2009,2005,Michigan Health Academy,48072,42.489674,-83.15995
Michigan Health Academy (82917),5-Year,2009,38,32,0,6,0.8421,0.1316,2010,2005,Michigan Health Academy,48072,42.489674,-83.15995
Michigan Health Academy (82917),5-Year,2011,50,47,0,3,0.94,0.06,2012,2007,Michigan Health Academy,48072,42.489674,-83.15995
Michigan Health Academy (82917),4-Year,2010,39,32,2,5,0.7949,0.1026,2010,2006,Michigan Health Academy,48072,42.489674,-83.15995
Michigan Health Academy (82917),5-Year,2010,39,32,-1,8,0.8205,0.1795,2011,2006,Michigan Health Academy,48072,42.489674,-83.15995
Michigan Health Academy (82917),5-Year,2008,39,32,-1,8,0.7949,0.2051,2009,2004,Michigan Health Academy,48072,42.489674,-83.15995
Michigan Health Academy (82917),6-Year,2008,39,32,-1,8,0.7949,0.2051,2010,2004,Michigan Health Academy,48072,42.489674,-83.15995
Michigan Health Academy (82917),4-Year,2011,53,48,0,5,0.8868,0.0943,2011,2007,Michigan Health Academy,48072,42.489674,-83.15995
Michigan Technical Academy (82907),6-Year,2009,65,52,0,13,0.8,0.2,2011,2005,Michigan Technical Academy,48239,42.39849239,-83.29583919
Michigan Technical Academy (82907),4-Year,2009,73,52,7,14,0.7123,0.1781,2009,2005,Michigan Technical Academy,48239,42.39849239,-83.29583919
Michigan Technical Academy (82907),5-Year,2009,66,53,-1,14,0.7879,0.197,2010,2005,Michigan Technical Academy,48239,42.39849239,-83.29583919
Michigan Technical Academy (82907),6-Year,2010,87,67,-1,21,0.7701,0.2299,2012,2006,Michigan Technical Academy,48239,42.39849239,-83.29583919
Michigan Technical Academy (82907),6-Year,2008,76,54,1,21,0.7105,0.2632,2010,2004,Michigan Technical Academy,48239,42.39849239,-83.29583919
Michigan Technical Academy (82907),6-Year,2007,66,32,-1,35,0.4697,0.5303,2009,2003,Michigan Technical Academy,48239,42.39849239,-83.29583919
Michigan Technical Academy (82907),5-Year,2010,90,67,1,22,0.7444,0.2444,2011,2006,Michigan Technical Academy,48239,42.39849239,-83.29583919
Michigan Technical Academy (82907),5-Year,2008,79,54,-1,26,0.6835,0.3165,2009,2004,Michigan Technical Academy,48239,42.39849239,-83.29583919
Michigan Technical Academy (82907),4-Year,2010,92,68,1,23,0.7391,0.25,2010,2006,Michigan Technical Academy,48239,42.39849239,-83.29583919
Northville Public Schools (82390),5-Year,2008,548,525,18,5,0.958,0.0091,2009,2004,Northville Public Schools,48167,42.43099257,-83.48480654
Northville Public Schools (82390),6-Year,2007,504,474,24,6,0.9385,0.0119,2009,2003,Northville Public Schools,48167,42.43099257,-83.48480654
Northville Public Schools (82390),4-Year,2012,511,478,29,4,0.9354,0.0059,2012,2008,Northville Public Schools,48167,42.43099257,-83.48480654
Northville Public Schools (82390),4-Year,2014,600,567,28,5,0.945,0.0083,2014,2010,Northville Public Schools,48167,42.43099257,-83.48480654
Northville Public Schools (82390),4-Year,2009,583,563,12,8,0.964,0.0137,2009,2005,Northville Public Schools,48167,42.43099257,-83.48480654
Northville Public Schools (82390),4-Year,2011,595,562,29,4,0.9429,0.0067,2011,2007,Northville Public Schools,48167,42.43099257,-83.48480654
Northville Public Schools (82390),5-Year,2013,555,531,18,6,0.955,0.0108,2014,2009,Northville Public Schools,48167,42.43099257,-83.48480654
Northville Public Schools (82390),4-Year,2013,559,530,20,9,0.9481,0.0161,2013,2009,Northville Public Schools,48167,42.43099257,-83.48480654
Northville Public Schools (82390),5-Year,2012,505,483,17,5,0.9545,0.0099,2013,2008,Northville Public Schools,48167,42.43099257,-83.48480654
Northville Public Schools (82390),6-Year,2011,592,566,20,6,0.9544,0.0101,2013,2007,Northville Public Schools,48167,42.43099257,-83.48480654
Northville Public Schools (82390),6-Year,2009,580,561,10,9,0.9672,0.0138,2011,2005,Northville Public Schools,48167,42.43099257,-83.48480654
Northville Public Schools (82390),4-Year,2015,557,533,14,10,0.9569,0.0162,2015,2011,Northville Public Schools,48167,42.43099257,-83.48480654
Northville Public Schools (82390),6-Year,2012,505,483,17,5,0.9564,0.0099,2014,2008,Northville Public Schools,48167,42.43099257,-83.48480654
Northville Public Schools (82390),5-Year,2009,580,561,10,9,0.9672,0.0138,2010,2005,Northville Public Schools,48167,42.43099257,-83.48480654
Northville Public Schools (82390),6-Year,2008,551,526,19,6,0.9546,0.0091,2010,2004,Northville Public Schools,48167,42.43099257,-83.48480654
Northville Public Schools (82390),6-Year,2010,547,525,17,5,0.958,0.0091,2012,2006,Northville Public Schools,48167,42.43099257,-83.48480654
Northville Public Schools (82390),4-Year,2010,548,524,15,9,0.9562,0.0146,2010,2006,Northville Public Schools,48167,42.43099257,-83.48480654
Northville Public Schools (82390),5-Year,2014,595,569,18,8,0.9563,0.0118,2015,2010,Northville Public Schools,48167,42.43099257,-83.48480654
Northville Public Schools (82390),5-Year,2011,594,566,22,6,0.9512,0.0101,2012,2007,Northville Public Schools,48167,42.43099257,-83.48480654
Northville Public Schools (82390),6-Year,2013,555,531,18,6,0.955,0.0108,2015,2009,Northville Public Schools,48167,42.43099257,-83.48480654
Northville Public Schools (82390),5-Year,2010,547,525,15,7,0.958,0.011,2011,2006,Northville Public Schools,48167,42.43099257,-83.48480654
Oakland International Academy (63912),5-Year,2011,24,20,-1,5,0.8333,0.1667,2012,2007,Oakland International Academy,48211,42.33168322,-83.04799903
Oakland International Academy (63912),5-Year,2009,20,19,0,1,0.95,0.05,2010,2005,Oakland International Academy,48211,42.33168322,-83.04799903
Oakland International Academy (63912),4-Year,2012,23,21,2,0,0.913,0,2012,2008,Oakland International Academy,48211,42.33168322,-83.04799903
Oakland International Academy (63912),6-Year,2009,20,19,0,1,0.95,0.05,2011,2005,Oakland International Academy,48211,42.33168322,-83.04799903
Oakland International Academy (63912),6-Year,2008,16,12,1,3,0.75,0.1875,2010,2004,Oakland International Academy,48211,42.33168322,-83.04799903
Oakland International Academy (63912),5-Year,2013,31,26,1,4,0.8387,0.129,2014,2009,Oakland International Academy,48211,42.33168322,-83.04799903
Oakland International Academy (63912),4-Year,2011,25,19,4,2,0.76,0.08,2011,2007,Oakland International Academy,48211,42.33168322,-83.04799903
Oakland International Academy (63912),4-Year,2010,27,22,-1,6,0.7778,0.1852,2010,2006,Oakland International Academy,48211,42.33168322,-83.04799903
Oakland International Academy (63912),5-Year,2010,29,25,-1,5,0.8276,0.1724,2011,2006,Oakland International Academy,48211,42.33168322,-83.04799903
Oakland International Academy (63912),4-Year,2014,51,43,-1,9,0.8431,0.1569,2014,2010,Oakland International Academy,48211,42.33168322,-83.04799903
Oakland International Academy (63912),5-Year,2014,52,46,-1,7,0.8654,0.1154,2015,2010,Oakland International Academy,48211,42.33168322,-83.04799903
Oakland International Academy (63912),6-Year,2010,29,25,-1,5,0.8276,0.1724,2012,2006,Oakland International Academy,48211,42.33168322,-83.04799903
Oakland International Academy (63912),6-Year,2012,22,22,0,0,1,0,2014,2008,Oakland International Academy,48211,42.33168322,-83.04799903
Oakland International Academy (63912),5-Year,2008,15,12,0,3,0.8,0.2,2009,2004,Oakland International Academy,48211,42.33168322,-83.04799903
Oakland International Academy (63912),4-Year,2015,57,49,8,0,0.8596,0,2015,2011,Oakland International Academy,48211,42.33168322,-83.04799903
Oakland International Academy (63912),6-Year,2007,10,9,0,1,0.9,0.1,2009,2003,Oakland International Academy,48211,42.33168322,-83.04799903
Oakland International Academy (63912),6-Year,2011,24,20,-1,5,0.8333,0.1667,2013,2007,Oakland International Academy,48211,42.33168322,-83.04799903
Oakland International Academy (63912),4-Year,2013,29,25,-1,5,0.8276,0.1724,2013,2009,Oakland International Academy,48211,42.33168322,-83.04799903
Oakland International Academy (63912),5-Year,2012,23,22,1,0,0.9565,0,2013,2008,Oakland International Academy,48211,42.33168322,-83.04799903
Oakland International Academy (63912),4-Year,2009,20,18,1,1,0.9,0.05,2009,2005,Oakland International Academy,48211,42.33168322,-83.04799903
Oakland International Academy (63912),6-Year,2013,31,26,1,4,0.8387,0.129,2015,2009,Oakland International Academy,48211,42.33168322,-83.04799903
Old Redford Academy (82956),4-Year,2012,183,165,5,13,0.8962,0.071,2012,2008,Old Redford Academy,48219,42.33168322,-83.04799903
Old Redford Academy (82956),5-Year,2009,110,94,-1,17,0.8545,0.1455,2010,2005,Old Redford Academy,48219,42.33168322,-83.04799903
Old Redford Academy (82956),6-Year,2013,158,145,-1,14,0.9177,0.0823,2015,2009,Old Redford Academy,48219,42.33168322,-83.04799903
Old Redford Academy (82956),5-Year,2013,157,145,1,11,0.9172,0.0637,2014,2009,Old Redford Academy,48219,42.33168322,-83.04799903
Old Redford Academy (82956),5-Year,2010,129,116,-1,14,0.8915,0.1008,2011,2006,Old Redford Academy,48219,42.33168322,-83.04799903
Old Redford Academy (82956),5-Year,2011,144,133,-1,12,0.9236,0.0764,2012,2007,Old Redford Academy,48219,42.33168322,-83.04799903
Old Redford Academy (82956),5-Year,2014,170,141,3,26,0.8294,0.1529,2015,2010,Old Redford Academy,48219,42.33168322,-83.04799903
Old Redford Academy (82956),5-Year,2012,180,164,-1,17,0.9111,0.0889,2013,2008,Old Redford Academy,48219,42.33168322,-83.04799903
Old Redford Academy (82956),4-Year,2015,203,166,18,19,0.8177,0.0887,2015,2011,Old Redford Academy,48219,42.33168322,-83.04799903
Old Redford Academy (82956),6-Year,2012,180,164,1,15,0.9111,0.0833,2014,2008,Old Redford Academy,48219,42.33168322,-83.04799903
Old Redford Academy (82956),4-Year,2011,152,131,9,12,0.8553,0.0724,2011,2007,Old Redford Academy,48219,42.33168322,-83.04799903
Old Redford Academy (82956),4-Year,2014,177,141,25,11,0.791,0.0621,2014,2010,Old Redford Academy,48219,42.33168322,-83.04799903
Old Redford Academy (82956),6-Year,2008,97,83,-1,15,0.8454,0.1546,2010,2004,Old Redford Academy,48219,42.33168322,-83.04799903
Old Redford Academy (82956),6-Year,2010,129,116,-1,14,0.8915,0.1085,2012,2006,Old Redford Academy,48219,42.33168322,-83.04799903
Old Redford Academy (82956),6-Year,2009,109,93,-1,17,0.8532,0.1468,2011,2005,Old Redford Academy,48219,42.33168322,-83.04799903
Old Redford Academy (82956),6-Year,2007,71,62,-1,10,0.8732,0.1268,2009,2003,Old Redford Academy,48219,42.33168322,-83.04799903
Old Redford Academy (82956),5-Year,2008,99,85,0,14,0.8485,0.1414,2009,2004,Old Redford Academy,48219,42.33168322,-83.04799903
Old Redford Academy (82956),6-Year,2011,142,133,-1,10,0.9366,0.0634,2013,2007,Old Redford Academy,48219,42.33168322,-83.04799903
Old Redford Academy (82956),4-Year,2010,135,114,9,12,0.8444,0.0815,2010,2006,Old Redford Academy,48219,42.33168322,-83.04799903
Old Redford Academy (82956),4-Year,2013,161,144,6,11,0.8882,0.0683,2013,2009,Old Redford Academy,48219,42.33168322,-83.04799903
Old Redford Academy (82956),4-Year,2009,124,98,2,24,0.7903,0.1855,2009,2005,Old Redford Academy,48219,42.33168322,-83.04799903
Pathways Academy (82737),6-Year,2013,17,0,9,8,0,0.4118,2015,2009,Pathways Academy,48214,42.366596,-82.970856
Pathways Academy (82737),4-Year,2015,28,0,21,7,0,0.25,2015,2011,Pathways Academy,48214,42.366596,-82.970856
Pathways Academy (82737),5-Year,2014,17,0,12,5,0,0.2353,2015,2010,Pathways Academy,48214,42.366596,-82.970856
Plymouth-Canton Community Schools (82100),6-Year,2009,1516,1381,29,106,0.9109,0.0699,2011,2005,Plymouth-Canton Community Schools,48170,42.37245026,-83.46747787
Plymouth-Canton Community Schools (82100),5-Year,2013,1652,1497,52,103,0.9056,0.0623,2014,2009,Plymouth-Canton Community Schools,48170,42.37245026,-83.46747787
Plymouth-Canton Community Schools (82100),5-Year,2012,1572,1404,71,97,0.8925,0.0611,2013,2008,Plymouth-Canton Community Schools,48170,42.37245026,-83.46747787
Plymouth-Canton Community Schools (82100),6-Year,2011,1607,1455,30,122,0.9048,0.0753,2013,2007,Plymouth-Canton Community Schools,48170,42.37245026,-83.46747787
Plymouth-Canton Community Schools (82100),4-Year,2014,1557,1378,126,53,0.885,0.034,2014,2010,Plymouth-Canton Community Schools,48170,42.37245026,-83.46747787
Plymouth-Canton Community Schools (82100),6-Year,2010,1505,1372,19,114,0.911,0.0751,2012,2006,Plymouth-Canton Community Schools,48170,42.37245026,-83.46747787
Plymouth-Canton Community Schools (82100),4-Year,2013,1653,1453,130,70,0.879,0.0423,2013,2009,Plymouth-Canton Community Schools,48170,42.37245026,-83.46747787
Plymouth-Canton Community Schools (82100),5-Year,2009,1509,1371,43,95,0.9079,0.0623,2010,2005,Plymouth-Canton Community Schools,48170,42.37245026,-83.46747787
Plymouth-Canton Community Schools (82100),6-Year,2008,1525,1371,30,124,0.899,0.0807,2010,2004,Plymouth-Canton Community Schools,48170,42.37245026,-83.46747787
Plymouth-Canton Community Schools (82100),6-Year,2013,1651,1504,36,111,0.9104,0.0672,2015,2009,Plymouth-Canton Community Schools,48170,42.37245026,-83.46747787
Plymouth-Canton Community Schools (82100),5-Year,2010,1511,1356,41,114,0.8968,0.0748,2011,2006,Plymouth-Canton Community Schools,48170,42.37245026,-83.46747787
Plymouth-Canton Community Schools (82100),4-Year,2009,1504,1318,130,56,0.8763,0.0372,2009,2005,Plymouth-Canton Community Schools,48170,42.37245026,-83.46747787
